author_first,voice_first,L_first,R_first,author_second,voice_second,L_second,R_second,result,validation
be1d5a2a35400cf4b7fd684577b0175e,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--6202abe0f263cf16970f88ff/ru.5fe7c436-eeae-4d14-a197-565f381f3cda.wav,1215940,1375940,5fcb36b9770f8935486ef0641ed1f2a0,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f956488df3513e4ab27826/ru.d69527f6-a5b8-49d8-989e-1eee313978a4.wav,566843,726843,0,False
44617ee2c5d73df66092a16d5f31cc01,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7baf6a3b52d0bdd0ac079/ru.1cdffbd7-9192-4ca1-b03e-7a7865948a34.wav,1267671,1427671,5fcb36b9770f8935486ef0641ed1f2a0,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f956488df3513e4ab27826/ru.d69527f6-a5b8-49d8-989e-1eee313978a4.wav,566843,726843,0,False
44617ee2c5d73df66092a16d5f31cc01,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7baf6a3b52d0bdd0ac079/ru.1cdffbd7-9192-4ca1-b03e-7a7865948a34.wav,1267671,1427671,be1d5a2a35400cf4b7fd684577b0175e,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--6202abe0f263cf16970f88ff/ru.5fe7c436-eeae-4d14-a197-565f381f3cda.wav,1215940,1375940,0,False
7e553d5d1761cc421ed1ed14986867de,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--62024f06328b750b6da76749/ru.14dde2c4-2ca9-482f-a245-38908dbe1df4.m4a,647058,807058,5fcb36b9770f8935486ef0641ed1f2a0,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f956488df3513e4ab27826/ru.d69527f6-a5b8-49d8-989e-1eee313978a4.wav,566843,726843,0,False
7e553d5d1761cc421ed1ed14986867de,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--62024f06328b750b6da76749/ru.14dde2c4-2ca9-482f-a245-38908dbe1df4.m4a,647058,807058,be1d5a2a35400cf4b7fd684577b0175e,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--6202abe0f263cf16970f88ff/ru.5fe7c436-eeae-4d14-a197-565f381f3cda.wav,1215940,1375940,0,False
7e553d5d1761cc421ed1ed14986867de,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--62024f06328b750b6da76749/ru.14dde2c4-2ca9-482f-a245-38908dbe1df4.m4a,647058,807058,44617ee2c5d73df66092a16d5f31cc01,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7baf6a3b52d0bdd0ac079/ru.1cdffbd7-9192-4ca1-b03e-7a7865948a34.wav,1267671,1427671,0,False
287e1d3017044a26477c01a3d57c4639,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7b2149c640246305f9b47/ru.ff5dcca9-c6c1-4e4c-900c-41e5dc01127b.wav,233598,393598,5fcb36b9770f8935486ef0641ed1f2a0,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f956488df3513e4ab27826/ru.d69527f6-a5b8-49d8-989e-1eee313978a4.wav,566843,726843,0,False
287e1d3017044a26477c01a3d57c4639,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7b2149c640246305f9b47/ru.ff5dcca9-c6c1-4e4c-900c-41e5dc01127b.wav,233598,393598,be1d5a2a35400cf4b7fd684577b0175e,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--6202abe0f263cf16970f88ff/ru.5fe7c436-eeae-4d14-a197-565f381f3cda.wav,1215940,1375940,0,False
287e1d3017044a26477c01a3d57c4639,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7b2149c640246305f9b47/ru.ff5dcca9-c6c1-4e4c-900c-41e5dc01127b.wav,233598,393598,44617ee2c5d73df66092a16d5f31cc01,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7baf6a3b52d0bdd0ac079/ru.1cdffbd7-9192-4ca1-b03e-7a7865948a34.wav,1267671,1427671,0,False
287e1d3017044a26477c01a3d57c4639,pool_31406360_14-02-2022_13-22-20/assignment_0001df3918--61f7b2149c640246305f9b47/ru.ff5dcca9-c6c1-4e4c-900c-41e5dc01127b.wav,233598,393598,7e553d5d1761cc421ed1ed14986867de,pool_31546717_14-02-2022_13-22-52/assignment_0001e15d5d--62024f06328b750b6da76749/ru.14dde2c4-2ca9-482f-a245-38908dbe1df4.m4a,647058,807058,0,False
